date,product,role,long_oi,short_oi,net_oi,long_trade,short_trade,net_trade
2018-09-07,小型臺指,投信,138,0,138,0,0,0
2018-09-07,小型臺指,自營商,25142,17517,7625,13905,13654,251
2018-09-07,臺股期貨,外資,74661,28335,46326,78414,79657,-1243
2018-09-07,臺股期貨,投信,2452,27846,-25394,4,691,-687
2018-09-07,臺股期貨,自營商,7373,13222,-5849,21608,22900,-1292
2018-09-10,小型臺指,外資,526,1916,-1390,57054,63047,-5993
2018-09-10,小型臺指,投信,138,0,138,0,0,0
2018-09-10,小型臺指,自營商,20786,18780,2006,11601,17220,-5619
2018-09-10,臺股期貨,外資,68051,34217,33834,82746,94038,-11292
2018-09-10,臺股期貨,投信,2444,28085,-25641,5,252,-247
2018-09-10,臺股期貨,自營商,7220,12533,-5313,27683,27147,536
2018-09-11,小型臺指,外資,389,4197,-3808,43634,46052,-2418
2018-09-11,小型臺指,投信,138,0,138,0,0,0
2018-09-11,小型臺指,自營商,19167,19205,-38,9892,11548,-1656
2018-09-11,臺股期貨,外資,63053,34324,28729,73832,78937,-5105
2018-09-11,臺股期貨,投信,2260,27439,-25179,829,367,462
2018-09-11,臺股期貨,自營商,7770,11729,-3959,20442,19185,1257
2018-09-12,小型臺指,外資,212,6568,-6356,43929,46587,-2658
2018-09-12,小型臺指,投信,138,0,138,0,0,0
2018-09-12,小型臺指,自營商,19867,21484,-1617,13081,14541,-1460
2018-09-12,臺股期貨,外資,59044,33837,25207,65692,69197,-3505
2018-09-12,臺股期貨,投信,2312,27327,-25015,406,242,164
2018-09-12,臺股期貨,自營商,8402,11582,-3180,24426,23675,751
2018-09-13,小型臺指,外資,241,4638,-4397,42676,43917,-1241
2018-09-13,小型臺指,投信,138,0,138,0,0,0
2018-09-13,小型臺指,自營商,17981,22661,-4680,12183,13982,-1799
2018-09-13,臺股期貨,外資,57746,37128,20618,63426,67215,-3789
2018-09-13,臺股期貨,投信,2452,27325,-24873,446,304,142
2018-09-13,臺股期貨,自營商,9778,10950,-1172,18561,16869,1692
2018-09-14,小型臺指,外資,1804,2461,-657,42148,35456,6692
2018-09-14,小型臺指,投信,138,0,138,0,0,0
2018-09-14,小型臺指,自營商,20348,18328,2020,19879,13311,6568
2018-09-14,臺股期貨,外資,69574,37136,32438,84809,73727,11082
2018-09-14,臺股期貨,投信,2555,26350,-23795,5449,4371,1078
2018-09-14,臺股期貨,自營商,9103,10630,-1527,23250,23572,-322
2018-09-17,小型臺指,外資,205,6263,-6058,31616,37041,-5425
2018-09-17,小型臺指,投信,138,0,138,43,43,0
2018-09-17,小型臺指,自營商,22183,20369,1814,11270,11548,-278
2018-09-17,臺股期貨,外資,65212,42506,22706,70188,79914,-9726
2018-09-17,臺股期貨,投信,2759,26245,-23486,14897,14576,321
2018-09-17,臺股期貨,自營商,10301,10529,-228,17808,16491,1317
2018-09-18,小型臺指,外資,326,4658,-4332,36311,34593,1718
2018-09-18,小型臺指,投信,138,0,138,95,95,0
2018-09-18,小型臺指,自營商,21436,20899,537,12491,14312,-1821
2018-09-18,臺股期貨,外資,61799,37171,24628,102092,100168,1924
2018-09-18,臺股期貨,投信,2719,26548,-23829,8586,8929,-343
2018-09-18,臺股期貨,自營商,8274,11787,-3513,25936,29085,-3149
2018-09-19,小型臺指,外資,2025,87,1938,33610,28513,5097
2018-09-19,小型臺指,投信,138,0,138,0,0,0
2018-09-19,小型臺指,自營商,11889,14452,-2563,15268,14251,1017
2018-09-19,臺股期貨,外資,50786,21900,28886,55049,48010,7039
2018-09-19,臺股期貨,投信,2677,26088,-23411,699,245,454
2018-09-19,臺股期貨,自營商,5515,7560,-2045,21542,23910,-2368
2018-09-20,小型臺指,外資,137,1505,-1368,35952,39270,-3318
2018-09-20,小型臺指,投信,138,0,138,0,0,0
2018-09-20,小型臺指,自營商,9174,13174,-4000,7355,9744,-2389
2018-09-20,臺股期貨,外資,47085,24536,22549,51111,57445,-6334
2018-09-20,臺股期貨,投信,2730,26094,-23364,77,30,47
2018-09-20,臺股期貨,自營商,6592,8738,-2146,15402,15265,137
2018-09-21,小型臺指,外資,5051,212,4839,44430,38207,6223
2018-09-21,小型臺指,投信,126,0,126,0,12,-12
2018-09-21,小型臺指,自營商,12966,14773,-1807,11662,9493,2169
2018-09-21,臺股期貨,外資,52044,23282,28762,64218,58009,6209
2018-09-21,臺股期貨,投信,2723,25605,-22882,513,31,482
2018-09-21,臺股期貨,自營商,7356,7728,-372,18962,17182,1780
2018-09-25,小型臺指,外資,2393,276,2117,27345,27151,194
2018-09-25,小型臺指,投信,126,0,126,0,0,0
2018-09-25,小型臺指,自營商,14929,14512,417,8188,5944,2244
2018-09-25,臺股期貨,外資,54494,22154,32340,38824,35975,2849
2018-09-25,臺股期貨,投信,2738,25596,-22858,36,12,24
2018-09-25,臺股期貨,自營商,7766,8349,-583,12772,12988,-216
2018-09-26,小型臺指,外資,1888,723,1165,27178,28226,-1048
2018-09-26,小型臺指,投信,126,0,126,0,0,0
2018-09-26,小型臺指,自營商,15034,13794,1240,6974,5736,1238
2018-09-26,臺股期貨,外資,53535,22248,31287,38540,39577,-1037
2018-09-26,臺股期貨,投信,2736,25597,-22861,18,21,-3
2018-09-26,臺股期貨,自營商,7113,7537,-424,14163,14100,63
2018-09-27,小型臺指,外資,2764,141,2623,34935,33437,1498
2018-09-27,小型臺指,投信,126,0,126,0,0,0
2018-09-27,小型臺指,自營商,16185,14499,1686,8813,8355,458
2018-09-27,臺股期貨,外資,58051,20712,37339,54333,48294,6039
2018-09-27,臺股期貨,投信,2664,25585,-22921,15,75,-60
2018-09-27,臺股期貨,自營商,8217,8516,-299,14775,14653,122
2018-09-28,小型臺指,外資,495,990,-495,41570,44664,-3094
2018-09-28,小型臺指,投信,126,0,126,0,0,0
2018-09-28,小型臺指,自營商,14712,13182,1530,13056,13084,-28
2018-09-28,臺股期貨,外資,55738,23765,31973,58734,64106,-5372
2018-09-28,臺股期貨,投信,2570,25844,-23274,8,361,-353
2018-09-28,臺股期貨,自營商,9119,9202,-83,18966,18782,184
2018-10-01,小型臺指,外資,1346,611,735,23498,22268,1230
2018-10-01,小型臺指,投信,126,0,126,0,0,0
2018-10-01,小型臺指,自營商,16597,12801,3796,9023,6765,2258
2018-10-01,臺股期貨,外資,57739,21379,36360,35813,31426,4387
2018-10-01,臺股期貨,投信,2598,25828,-23230,44,0,44
2018-10-01,臺股期貨,自營商,10695,10155,540,12235,11610,625
2018-10-02,小型臺指,外資,387,1817,-1430,33350,39859,-6509
2018-10-02,小型臺指,投信,126,0,126,0,0,0
2018-10-02,小型臺指,自營商,11958,13446,-1488,10677,17113,-6436
2018-10-02,臺股期貨,外資,51367,29620,21747,48958,62485,-13527
2018-10-02,臺股期貨,投信,2559,26267,-23708,13,491,-478
2018-10-02,臺股期貨,自營商,11136,11275,-139,20233,20624,-391
2018-10-03,小型臺指,外資,759,791,-32,38941,37553,1388
2018-10-03,小型臺指,投信,126,0,126,0,0,0
2018-10-03,小型臺指,自營商,11813,15143,-3330,13266,14956,-1690
2018-10-03,臺股期貨,外資,53329,26441,26888,59329,54194,5135
2018-10-03,臺股期貨,投信,2526,26473,-23947,2,241,-239
2018-10-03,臺股期貨,自營商,8168,10813,-2645,17833,20362,-2529
2018-10-04,小型臺指,外資,29,3413,-3384,37684,45052,-7368
2018-10-04,小型臺指,投信,126,0,126,0,0,0
2018-10-04,小型臺指,自營商,11698,21305,-9607,11563,18436,-6873
2018-10-04,臺股期貨,外資,46542,37322,9220,56775,73439,-16664
2018-10-04,臺股期貨,投信,2447,26781,-24334,5,392,-387
2018-10-04,臺股期貨,自營商,13574,12673,901,23161,19466,3695
2018-10-05,小型臺指,外資,397,5461,-5064,78786,80506,-1720
2018-10-05,小型臺指,投信,126,0,126,0,0,0
2018-10-05,小型臺指,自營商,12572,25659,-13087,25879,29243,-3364
2018-10-05,臺股期貨,外資,48028,40319,7709,111602,113103,-1501
2018-10-05,臺股期貨,投信,2437,27337,-24900,22,588,-566
2018-10-05,臺股期貨,自營商,16360,14232,2128,42236,41038,1198
2018-10-08,小型臺指,外資,78,6595,-6517,57423,58876,-1453
2018-10-08,小型臺指,投信,126,0,126,0,0,0
2018-10-08,小型臺指,自營商,12908,27084,-14176,18126,19311,-1185
2018-10-08,臺股期貨,外資,49058,42289,6769,82819,83759,-940
2018-10-08,臺股期貨,投信,2779,26887,-24108,980,188,792
2018-10-08,臺股期貨,自營商,17013,14392,2621,27194,26677,517
2018-10-09,小型臺指,外資,463,7198,-6735,52584,52798,-214
2018-10-09,小型臺指,投信,125,0,125,0,1,-1
2018-10-09,小型臺指,自營商,13846,29462,-15616,14178,15518,-1340
2018-10-09,臺股期貨,外資,49732,43484,6248,75191,75713,-522
2018-10-09,臺股期貨,投信,2949,26319,-23370,745,7,738
2018-10-09,臺股期貨,自營商,17553,14284,3269,22495,21872,623
2018-10-11,小型臺指,外資,1932,2773,-841,126066,118943,7123
2018-10-11,小型臺指,投信,125,0,125,0,0,0
2018-10-11,小型臺指,自營商,15892,26067,-10175,46367,42067,4300
2018-10-11,臺股期貨,外資,56273,39571,16702,167011,156596,10415
2018-10-11,臺股期貨,投信,3186,30013,-26827,2528,5985,-3457
2018-10-11,臺股期貨,自營商,20404,12823,7581,68888,64564,4324
2018-10-12,小型臺指,外資,2324,3219,-895,109460,104710,4750
2018-10-12,小型臺指,投信,125,0,125,0,0,0
2018-10-12,小型臺指,自營商,16660,24065,-7405,32733,30207,2526
2018-10-12,臺股期貨,外資,64995,38648,26347,171507,163063,8444
2018-10-12,臺股期貨,投信,3228,27147,-23919,6732,3824,2908
2018-10-12,臺股期貨,自營商,18231,11519,6712,39389,40197,-808
2018-10-15,小型臺指,外資,2151,3845,-1694,73245,74044,-799
2018-10-15,小型臺指,投信,122,0,122,40,43,-3
2018-10-15,小型臺指,自營商,16439,24623,-8184,19653,20816,-1163
2018-10-15,臺股期貨,外資,69997,43491,26506,125397,125238,159
2018-10-15,臺股期貨,投信,3176,27251,-24075,13570,13726,-156
2018-10-15,臺股期貨,自營商,17656,12141,5515,23570,24671,-1101
2018-10-16,小型臺指,外資,2349,4615,-2266,69156,69728,-572
2018-10-16,小型臺指,投信,122,0,122,82,82,0
2018-10-16,小型臺指,自營商,14158,21919,-7761,24074,21787,2287
2018-10-16,臺股期貨,外資,79873,52512,27361,145235,144380,855
2018-10-16,臺股期貨,投信,3190,27154,-23964,9805,9694,111
2018-10-16,臺股期貨,自營商,19335,13536,5799,35016,35198,-182
2018-10-17,小型臺指,外資,734,2503,-1769,68687,69067,-380
2018-10-17,小型臺指,投信,122,0,122,0,0,0
2018-10-17,小型臺指,自營商,9938,14469,-4531,27874,25071,2803
2018-10-17,臺股期貨,外資,61610,29659,31951,92617,92782,-165
2018-10-17,臺股期貨,投信,3272,28655,-25383,571,1990,-1419
2018-10-17,臺股期貨,自營商,10258,9015,1243,39035,39185,-150
2018-10-18,小型臺指,外資,859,4092,-3233,61250,62714,-1464
2018-10-18,小型臺指,投信,122,0,122,0,0,0
2018-10-18,小型臺指,自營商,9119,15734,-6615,9625,11709,-2084
2018-10-18,臺股期貨,外資,56639,26213,30426,75945,77470,-1525
2018-10-18,臺股期貨,投信,3295,28959,-25664,26,307,-281
2018-10-18,臺股期貨,自營商,10830,9479,1351,18110,18002,108
2018-10-19,小型臺指,外資,781,3868,-3087,80023,79881,142
2018-10-19,小型臺指,投信,122,0,122,0,0,0
2018-10-19,小型臺指,自營商,8643,13779,-5136,16336,14705,1631
2018-10-19,臺股期貨,外資,58271,24055,34216,100259,96474,3785
2018-10-19,臺股期貨,投信,3311,29058,-25747,24,107,-83
2018-10-19,臺股期貨,自營商,11054,9636,1418,23154,23125,29
2018-10-22,小型臺指,外資,152,7430,-7278,72234,76421,-4187
2018-10-22,小型臺指,投信,122,0,122,0,0,0
2018-10-22,小型臺指,自營商,8667,14057,-5390,14248,14622,-374
2018-10-22,臺股期貨,外資,53776,25846,27930,94481,100768,-6287
2018-10-22,臺股期貨,投信,3375,28606,-25231,523,7,516
2018-10-22,臺股期貨,自營商,12165,9400,2765,21042,19665,1377
2018-10-23,小型臺指,外資,225,9354,-9129,73348,75199,-1851
2018-10-23,小型臺指,投信,122,0,122,0,0,0
2018-10-23,小型臺指,自營商,7596,13935,-6339,14902,15943,-1041
2018-10-23,臺股期貨,外資,55629,27074,28555,94369,93744,625
2018-10-23,臺股期貨,投信,3423,29760,-26337,272,1378,-1106
2018-10-23,臺股期貨,自營商,13584,10649,2935,25176,24983,193
2018-10-24,小型臺指,外資,730,6557,-5827,105645,102347,3298
2018-10-24,小型臺指,投信,122,0,122,0,0,0
2018-10-24,小型臺指,自營商,8162,15665,-7503,22539,23404,-865
2018-10-24,臺股期貨,外資,57112,26059,31053,131475,128977,2498
2018-10-24,臺股期貨,投信,3472,30229,-26757,95,515,-420
2018-10-24,臺股期貨,自營商,11336,9734,1602,34218,35636,-1418
2018-10-25,小型臺指,外資,107,6747,-6640,110945,111758,-813
2018-10-25,小型臺指,投信,122,0,122,0,0,0
2018-10-25,小型臺指,自營商,8554,13602,-5048,19124,16985,2139
2018-10-25,臺股期貨,外資,62750,25104,37646,130541,123948,6593
2018-10-25,臺股期貨,投信,3427,32560,-29133,79,2455,-2376
2018-10-25,臺股期貨,自營商,11833,11453,380,27917,29060,-1143
2018-10-26,小型臺指,外資,765,5106,-4341,120108,117809,2299
2018-10-26,小型臺指,投信,127,0,127,5,0,5
2018-10-26,小型臺指,自營商,8279,13356,-5077,19879,19628,251
2018-10-26,臺股期貨,外資,61201,22798,38403,137165,136408,757
2018-10-26,臺股期貨,投信,3406,32871,-29465,184,516,-332
2018-10-26,臺股期貨,自營商,13162,11132,2030,30476,28896,1580
2018-10-29,小型臺指,外資,1129,3063,-1934,111006,108599,2407
2018-10-29,小型臺指,投信,127,0,127,1,1,0
2018-10-29,小型臺指,自營商,8838,13864,-5026,16213,16566,-353
2018-10-29,臺股期貨,外資,59064,18768,40296,122833,120940,1893
2018-10-29,臺股期貨,投信,3416,32885,-29469,53,57,-4
2018-10-29,臺股期貨,自營商,12672,11108,1564,21545,21910,-365
2018-10-30,小型臺指,外資,1786,3140,-1354,83905,83329,576
2018-10-30,小型臺指,投信,127,0,127,0,0,0
2018-10-30,小型臺指,自營商,8908,13608,-4700,15438,15468,-30
2018-10-30,臺股期貨,外資,61909,22577,39332,94150,95113,-963
2018-10-30,臺股期貨,投信,3424,32244,-28820,663,14,649
2018-10-30,臺股期貨,自營商,11609,10991,618,21304,22161,-857
2018-10-31,小型臺指,外資,2352,2291,61,74547,73209,1338
2018-10-31,小型臺指,投信,127,0,127,0,0,0
2018-10-31,小型臺指,自營商,10377,14603,-4226,19632,18752,880
2018-10-31,臺股期貨,外資,60323,24113,36210,88493,91615,-3122
2018-10-31,臺股期貨,投信,3464,30656,-27192,1641,13,1628
2018-10-31,臺股期貨,自營商,11534,10366,1168,27045,26586,459
2018-11-01,小型臺指,外資,2276,2751,-475,56795,57331,-536
2018-11-01,小型臺指,投信,131,0,131,4,0,4
2018-11-01,小型臺指,自營商,10406,13838,-3432,11389,10171,1218
2018-11-01,臺股期貨,外資,60540,26851,33689,71151,73672,-2521
2018-11-01,臺股期貨,投信,3742,29353,-25611,1582,1,1581
2018-11-01,臺股期貨,自營商,13155,11122,2033,18235,17476,759
2018-11-02,小型臺指,外資,5155,2414,2741,66886,63670,3216
2018-11-02,小型臺指,投信,131,0,131,0,0,0
2018-11-02,小型臺指,自營商,11780,13294,-1514,15110,12472,2638
2018-11-02,臺股期貨,外資,65202,27225,37977,76105,71817,4288
2018-11-02,臺股期貨,投信,3660,30028,-26368,162,919,-757
2018-11-02,臺股期貨,自營商,12494,11465,1029,19433,20617,-1184
2018-11-05,小型臺指,外資,1743,2828,-1085,67329,71155,-3826
2018-11-05,小型臺指,投信,131,0,131,0,0,0
2018-11-05,小型臺指,自營商,11093,12886,-1793,13081,13448,-367
2018-11-05,臺股期貨,外資,60854,28127,32727,80712,85962,-5250
2018-11-05,臺股期貨,投信,3616,31746,-28130,8,1770,-1762
2018-11-05,臺股期貨,自營商,14049,10904,3145,21205,19067,2138
2018-11-06,小型臺指,外資,1704,3089,-1385,48654,48954,-300
2018-11-06,小型臺指,投信,131,0,131,0,0,0
2018-11-06,小型臺指,自營商,10276,12574,-2298,9349,10142,-793
2018-11-06,臺股期貨,外資,62764,30838,31926,54886,55687,-801
2018-11-06,臺股期貨,投信,3451,32049,-28598,37,505,-468
2018-11-06,臺股期貨,自營商,14205,11174,3031,15822,15864,-42
2018-11-07,小型臺指,外資,3441,2460,981,60712,58340,2372
2018-11-07,小型臺指,投信,131,0,131,0,0,0
2018-11-07,小型臺指,自營商,12370,15077,-2707,16629,17004,-375
2018-11-07,臺股期貨,外資,66561,30903,35658,71776,68044,3732
2018-11-07,臺股期貨,投信,3440,31560,-28120,613,135,478
2018-11-07,臺股期貨,自營商,13657,11430,2227,21102,21931,-829
2018-11-08,小型臺指,外資,6572,2598,3974,49613,46620,2993
2018-11-08,小型臺指,投信,131,0,131,0,0,0
2018-11-08,小型臺指,自營商,12560,13180,-620,11331,9340,1991
2018-11-08,臺股期貨,外資,69377,33048,36329,55185,54514,671
2018-11-08,臺股期貨,投信,3348,31131,-27783,434,97,337
2018-11-08,臺股期貨,自營商,15455,11481,3974,16537,14766,1771
2018-11-09,小型臺指,外資,4063,3239,824,50601,53751,-3150
2018-11-09,小型臺指,投信,131,0,131,0,0,0
2018-11-09,小型臺指,自營商,10224,12722,-2498,11551,13641,-2090
2018-11-09,臺股期貨,外資,66322,33611,32711,58462,62080,-3618
2018-11-09,臺股期貨,投信,3330,32116,-28786,15,1018,-1003
2018-11-09,臺股期貨,自營商,15494,11255,4239,18456,18138,318
2018-11-12,小型臺指,外資,4937,2656,2281,49489,48032,1457
2018-11-12,小型臺指,投信,131,0,131,0,0,0
2018-11-12,小型臺指,自營商,11372,14634,-3262,12083,12511,-428
2018-11-12,臺股期貨,外資,68975,31170,37805,59560,54466,5094
2018-11-12,臺股期貨,投信,3243,32234,-28991,1,206,-205
2018-11-12,臺股期貨,自營商,14004,11805,2199,14933,17057,-2124
2018-11-13,小型臺指,外資,2183,2881,-698,73311,76290,-2979
2018-11-13,小型臺指,投信,131,0,131,0,0,0
2018-11-13,小型臺指,自營商,13508,13908,-400,22662,19532,3130
2018-11-13,臺股期貨,外資,69506,29363,40143,86028,83690,2338
2018-11-13,臺股期貨,投信,3111,32887,-29776,294,1079,-785
2018-11-13,臺股期貨,自營商,13204,11460,1744,26787,27309,-522
2018-11-14,小型臺指,外資,4451,2807,1644,58682,56279,2403
2018-11-14,小型臺指,投信,131,0,131,0,0,0
2018-11-14,小型臺指,自營商,13751,13565,186,15484,14906,578
2018-11-14,臺股期貨,外資,69389,28392,40997,67994,67161,833
2018-11-14,臺股期貨,投信,3133,32371,-29238,551,13,538
2018-11-14,臺股期貨,自營商,14177,11788,2389,19109,18457,652
2018-11-15,小型臺指,外資,5646,2605,3041,74816,73367,1449
2018-11-15,小型臺指,投信,131,0,131,0,0,0
2018-11-15,小型臺指,自營商,15111,13886,1225,21222,20195,1027
2018-11-15,臺股期貨,外資,68633,26968,41665,87310,86655,655
2018-11-15,臺股期貨,投信,3105,32184,-29079,3854,3695,159
2018-11-15,臺股期貨,自營商,14046,11498,2548,23783,23621,162
2018-11-16,小型臺指,外資,4225,2991,1234,68751,70526,-1775
2018-11-16,小型臺指,投信,131,0,131,0,0,0
2018-11-16,小型臺指,自營商,11862,12179,-317,17342,20064,-2722
2018-11-16,臺股期貨,外資,68931,31811,37120,87104,91657,-4553
2018-11-16,臺股期貨,投信,3091,32218,-29127,7020,7068,-48
2018-11-16,臺股期貨,自營商,13447,10815,2632,21331,20952,379
2018-11-19,小型臺指,外資,6350,2872,3478,50197,47933,2264
2018-11-19,小型臺指,投信,129,0,129,38,40,-2
2018-11-19,小型臺指,自營商,12091,13261,-1170,11853,13218,-1365
2018-11-19,臺股期貨,外資,80605,41611,38994,86236,84367,1869
2018-11-19,臺股期貨,投信,3101,32012,-28911,14804,14588,216
2018-11-19,臺股期貨,自營商,13060,10709,2351,18941,19094,-153
2018-11-20,小型臺指,外資,1966,3902,-1936,55508,56922,-1414
2018-11-20,小型臺指,投信,129,0,129,91,91,0
2018-11-20,小型臺指,自營商,10834,13256,-2422,17598,18194,-596
2018-11-20,臺股期貨,外資,83827,44500,39327,117036,117700,-664
2018-11-20,臺股期貨,投信,3055,32440,-29385,9430,9904,-474
2018-11-20,臺股期貨,自營商,13895,11469,2426,26826,26915,-89
2018-11-21,小型臺指,外資,734,906,-172,62290,62411,-121
2018-11-21,小型臺指,投信,129,0,129,0,0,0
2018-11-21,小型臺指,自營商,10803,6431,4372,25196,23548,1648
2018-11-21,臺股期貨,外資,65351,23717,41634,83798,81289,2509
2018-11-21,臺股期貨,投信,3018,32409,-29391,235,201,34
2018-11-21,臺股期貨,自營商,8654,8883,-229,29321,30390,-1069
2018-11-22,小型臺指,外資,216,1508,-1292,35915,37035,-1120
2018-11-22,小型臺指,投信,129,0,129,0,0,0
2018-11-22,小型臺指,自營商,9562,5896,3666,6721,7547,-826
2018-11-22,臺股期貨,外資,63322,22788,40534,40279,41379,-1100
2018-11-22,臺股期貨,投信,3071,32382,-29311,84,4,80
2018-11-22,臺股期貨,自營商,9328,9412,-84,9459,9284,175
2018-11-23,小型臺指,外資,917,1756,-839,37350,36897,453
2018-11-23,小型臺指,投信,129,0,129,0,0,0
2018-11-23,小型臺指,自營商,8499,7380,1119,9632,12187,-2555
